text,label
boldest side hoes come front girl nd start touchin nigguh,1
hug block bitches wave,1
tell bitch want loveeeee,1
unfollow crazy asian bitch earlier lol dont play,1
wack dick started messing white hoes stuck around amp let young goon practice em,1
hardly text back hoes love phone,1
hate chunky pasta sauce keep pesky vegetables way,0
hate hashtag activism lie think trash,0
hate think know head type bitch foh,1
hate hacked k ass hoe,1
hate used talk herhim nigga bitch like foh hater never talked u jus know em,1
hate bitch love bitch say love nigga confused ass bitch gon gay bitch straight bitch,1
hate dont get shit done ass nigguh,1
hate extra ass bitch extra ass nigga youre much stop unnecessary,1
hate nosey bitch like mind yah business,1
hate ol fat disgusting walmart working ass bitch,1
hate stuck bitch likeeee stfu aint shit special,1
hate trash bad bitch,1
hate wishy washy bitch,1
hate industry fags hope get nigerian summer flu,1
hate baldheadass bitches,1
hate profiled im country im hick im eric dean vestal im makes happy anything else,0
hate bitch made niggas think soon get pussy theyre bad ass youre junior bang freshman bitchnigga,1
hate bitches ugly andor fat bitches worst,1
hate bitches fish compliments,1
hate bitches attitudes time,1
hate bitches wear fake ass ray bans theyre stop cheap,1
hate bitches thinks everyone wants nasty ass like youre cute,1
hate bitches bad eyebrows,1
hate bitches thick eyebrows,1
hate bitches thirsty ass bitches,1
hate drinking everyones fucking boring fuck guys ill fun pussies,1
hate dumb bitches,1
hate fat bitches,1
hate females push asses walk know look like retarded flamingo right,1
hate ghetto bitches passion,1
hate going parties really fat bitches go act like theyre shit theyre party like damn nessie im,1
hate hoes,1
hate hoes looking nice nshit hair nails done kids look like barely survived tornado,1
hate girls bitch e v e r h n g,1
hate dogs name sounds ghetto,0
hate people talk loud ignorant ass mother fuckers ghetto people,1
hate pretty bitches chill lame niggas,1
hate pulling stores niggas staring like never seen bitch drive car rims system,1
hate pumpkin flavored items white bitches crazy theyre nasty,1
hate ratchet country hoes im ashamed,1
hate selfrightous black bitches,1
hate selfrightous bitches general people really get fucking nerve sometimes,1
hate stupid bitches cry stupid reasons,1
hate takin trash always expecting big ass dog alley like raccoon jump dumpster,1
hate texting boring bitches,1
hate wake early morning drink fact cold yellow gatorade fridge gets happy,0
hate hoe aint bout shit,1
hate hoe oml,1
hate mom says trying move like bitch reason trying dont place live,1
hate one random tear comes havent blinked like nigga stop bitch,1
hate wee boy wae squinty eyes game thrones suchaprick hopehegetskilled,0
hate assigned seats sit annoying bitches whole class,1
hate fing bus hate fing bus high ho dairy hate fing bus,1
hate ghetto trash special school across street building grow criminals,1
hate white trash cops raped murdered infant daughters son,1
hate hoes look thick front pass u amp ass missing,1
hate cookie built bitch,1
hate kids class always complaining bitchdouche teacher,1
hate tht hoe make hard talk dont get topic dont get poppin dont ill end stoppin wont,1
hate twitter bunch sexy bitches cant,1
hate txtn niggah man lol yrkillem,1
hate see thick bitch instagram show looking like teddy graham,1
hate upload pic caption says son someone asks omg son bitch found outside,1
hate bitch cant take compliment youre pretty im im ugly well shit ugly damn,1
hate bitch got fucked teeth trynna smile pictures tf lmfao,1
hate girls im single single shit lil thottie cuff problem like bitch ill rko ass,1
hate bitches thinking smh,1
hate bitches like love much lt,1
hate bitches get lame,1
hate bitches keep saying yassss like like bitch u sound stupid stfu,1
hate bitches wanna talk bf breaks theyre break bf nigga fuck inbox,1
hate bitches post pictures cute bitches dont tag em thats low key selfish fuck,1
hate bitches say bro bruh,1
hate bitches think expect something return buying cheap ass gift food life let live,1
hate bitches try talk shit chipped nails,1
hate black people try white bad nigger,1
hate cute ass girls wack af boyfriends like bitch youre settlling quit settling real nigga,1
hate females try sound like bird heads,0
hate girls say im single heart taken bitch nigga dont love hoe move,1
hate girls say im single heart taken bitch nigga dont love move,1
hate girls say forever alone like shut forever hoe forever alone shut get dick breath,1
hate hoes try play wifey roll,1
hate hoes tweet hoes okay aint hypocritical,1
hate see cold hoe tryna kick knowledge,1
hate best friend gets new bitch barely chills,1
hate niggas come tell got bitch twitter got bitch fuc wit lol smh,1
hate people ask shoot dont need pussy shit bigger unswole niggas,1
hate people call mate england fucking twat,1
hate people terrible coping skills complain much oh mom died stop pussy,1
hate people randomly stop talking like give reason bitch,1
hate people organize plans end reaching destination thembitch dont ask im,1
hate people tell many tattoos make look ugly like bitch fuck,1
hate people tweef delete tweets like yalls hoes im trying read,1
hate ppl break fight like idc best friends sisters whatever let bitches fight ctfuu,1
hate ppl come house make mess bathroom like bitch come house play sink noooo,1
hate little white kids try act black like bitch white,1
hate white trash try act like theyre equal makes much clearer white trash,1
hate yal id delete twitter somethin better bitch ass niggas,1
hate yellow jackets cant feel arms back lol,0
hate niccas lol,1
hoes,1
bitch face bitch voice match kinda hard making friends,1
feeling tonight trash,0
extra ass unnecessary clothes amp cay wanna act like lit hoe,1
better things like drive yellow fucking lamborghini,1
finally come terms fact highest bitch level dont eat needasnickersandapiece,1
work done day get everybody else scramblin sunday day rest bitches,1
never actually seen yellow duck,0
clothes make look like redneck tried best,0
hoes man dont need though,1
respect people cheat shits retarded,1
officially earned right bitch things next two years yay,1
one day fucking school god nansemond fucking retarded,1
really light colored eyebrows naturally ok,0
horrible perspective time think might retarded smh,1
bitches runnin wen dat pipe come damn,1
dress tomorrow mock interviews still dont know tie tie,0
hide bitches sister gets eats,1
stop using bitch often everyday conversations,1
tell secret stupid hoe,1
yet understand many bytches getting bull piercing called septic something like,1
havent called ugly whole life tho rt ayylmaoanod guys refer women bitches ugly lmao u disgust,1
hear birds summer breeze drive fast alone midnight,0
hear thing day day birds,0
heard bitches commit sins chipotle,1
heard rumors vile hideous traitorous bitch named pelosi parading around w illegal aliens vets get shaft bloodboiling,1
heard pops pussy low,1
heard pussy niggas hatin,1
hit raw im listening papoose,1
honestly dont understand men love bash women make feel good sucked dick soooo goood ho,1
hope charlie brought lube test,0
hope trip fall pussy tunechi,1
hope making moneyylol rt broski aye whr da hoes,1
hope yankees get soriano shoulda never gave away alex rodriguez,0
hope trash talk abt cnns poor product doesnt hurt chances getting hired legal correspondent jk cnn,0
hope accidentally get fat black bitch pregnant,1
hope get eye cancer bitch,1
hope realize retarded,1
hope wrapping give pussy break niggas fuckin never date,1
hopes dis dont come severe shock use im colored,0
ignore birds,0
impress da young white girl next doe taking giant negro thang usin flip da hamburgers da koolqueeftribute,1
jus wanna live good stay fresh fuck bad bitches,1
jus wanna smoke rub bitch booty n bump days,1
jus wanna watch last episode orange new black netflix jus wants bitch,1
chillin tho dont fuck w hoes hoe niggas dont know operate maybe im wrong,1
fucking bitches niggas cuffin hoes,1
bitch slapped brother,1
bought bentley bitch came wit,1
cant date ghetto ass girl bruh,1
cant imagine albino haha,1
caught fat bitch slippin taking selfie,1
cracked motherfuckin phone god damn feel like punching bitch motherfuckin throat,1
dodged bullet crazy bitch,1
dont get none people talk back mei guess follow hopes follow back shit talk cracker,1
fell love saw baddest bitch driving e amg coupe,1
fucked albino weird like white body impersonating black voice like iggy azalea,1
getting started oh ya got bitch,1
got hype haha lets go beat shit dat pussy ass niqqa,1
heard mom go v annoyed bitch fuck expect slept long im hungry bye felecia,1
herd random creepiest sound da fuck going outside windows im looking bitch,1
love tweaking hoe tweaking hoe song thats part wee getting money ball sme sme,1
might buy arod jersey newyork yankees mlb,0
might get riches might go broke bitches,1
need yankees win pennant,0
need know pussy like one time fine drizzy lol,1
put pan brownies,0
read prolly tweets different girls looong relationship ended today daaaamn yo hoe get slayed,1
saw man actual conversation bird haha,0
seen hit bitch call hit bitch ugly shit funny ctfu,1
seen ugliest bitch commercial history monday night football,1
seen main bitch might fuck,1
touched pussy,1
wanna cuddle boyfriend fuzzy blanket amp drink hot tea hair played go bed,0
wanna fuck bad bitches,1
wanna get lifted amp fuck exotic bitches,1
wanna slap couple yall bitches,1
wanna slit mf throat,1
wanna touch da bitch fuck da bitch like bud dont trust bitch,1
wanna travel world bitches,1
want girl thatll hoe thats,1
want oreos amp milk honestly stop store amp pick way back lol,0
want bad hoes wanna reach children,1
want beat fuck everyone stares like bitch stahp,1
want punch throat get order wrong stupid bitch sonic,1
want vanilla oreos,0
whipped homemade pickled eggs home cripple made garlic,0
wish girlfriend come home long night fuckin wit bitches club,1
wish females would look mirror b hop social networks amp talk hoes,1
wrote dawg ass essay amp working bibliography amp laptop froze im kill bitch gets lost cause hadnt saved,1
keep running trees birds fly avoid erm targeted lack digestive system,0
keep seeing hoes call hoeshoes confused,1
keep baddest hoes stay fresh head toe,1
keep hoes check bounce,1
knew new orleans nig would say something crazy lol,1
kno upside cunt,1
know talk lot shit bitch best believe back shit,1
know im hillbilly anything better big pot beans cornbread little hot sauce top,0
know dont move next year mom gonna bitch whole time live,1
know og niggaz bitches,1
know outback see outback hoe,1
know lot using ass hoes want bread wheels nigga go grind bitch,1
know bitches mad shit friends borrow clothes amp bunch girls ig comments sayin cute outfit,1
know bitches sell pussy,1
know feels shit believe born heart la dont get anymore ghetto,1
know im niggah saw,1
know right get one guy man pjmclaugh one job joshnobz outman yankees,0
know righttt rt dta hate fat loud bitches,1
know shit everybody dont care enough speak suggest bitches watch forreal,1
know ratchet bitches rep north side,1
know karma real hope cool still stupid ass bitch aint fuckin w,1
know karmas real hope doin cool still stupid ass bitch aint fuckin,1
know hoes,1
know niglets heard screaming,1
know one hoe twitter right thats catfishin shit,1
know woods kofi big e forming rtruth like aint bitch frohorsemen,1
know bitches discuss group message words asshole cute douche bag abused excessively,1
know yall bitches tell yall selfs wwhd would hustlelinaa cuz yall asses stay following,1
know bitches hating low tho way niggaz world afford,1
know seeeeen faceeeee gon send bitch maa wayyyy,1
knows yall white folk playin wit colored knows place,1
knw bitch niggas frm way back u ah pussy u ah pussy,1
lv fuckin wit nigga getting emotional remind bitch blake,1
laugh bitch,1
learned every bad bitch comes wit mood swings like mortal kombat liu kang true mane,1
learnt birds child best time learn bbcradio,0
let em go rt peachpapayya u got two hoes u need let one go,1
let hoes make much,1
lied fair isnt place reno girls dress like cowgirl sluts nitc hash tag bitches,1
like chinese buffets hate chinks,1
like rivers talks lot trash tell loves game,0
like cool bad bitch know sexy attitude like ehh whatever,1
like hoe like hoe amusement,1
like kids beyond scared straight acting like hard ass gangsters end leaving balling eyes like bitches lol,1
like bad bitches cause like bad bitches,1
like bad bitches cause like bad bitches hay stunna,1
like bad bitches thats fucking problem,1
like beamers benzes porches like bitches imported,1
like teased dont give pussy fast,1
like bitches like bitches,1
like bitches,1
like chilling bitch like fucking,1
like good weed like bad bitches roll,1
like herbal tea bitches matter anyone else,1
like cays mf ass favorited tweet didnt text bacc hate hoe,1
like niggas try come im like bitch dont shit pussies,1
like call mcsully like bad bitches pour honey silky body even,1
like folks act like word negro equivalent porch monkey spear chucker real,1
like bitches bad wit lil attitude,1
like bitches simple laid back relaxed mental,1
like seat low window slightly cracked riding wit bad hoe wit girlfriend back,1
like saying word pussy hoe ion,1
like taking niggas hoes stop,1
like yankees toinight,0
like butt fuck fine ladies choke hold bitch well maybe,1
like mock apple im legitimately interested see wearable looks like,0
like weed brownies cookies im straight seein crooked got muh trippy kit hope trip fal pussy tunchei,1
liked youtube video sock fairy short film,0
liked youtube video conor mcgregor trash talking chad mendes rest balls forehead,1
literally looked bc kids pussy,1
live twobite brownies,0
live fast lane bitch,1
look better bitch outfit floor justinmiculka myboy,1
look like denzel tilt head side bitch,1
look like dusty bird today,0
looked retarded,1
lose ovo followers every year bitches unfollowed hold going home rants hoe athem hoe anthem,1
lost respect brother cause acting like straight bitch,1
lost think youre good paper bitch fell bed fell bed slept floor,1
lost partners bitches money never lost mind,1
lost something important last year excuse little selfish bitch,1
love butter atcq id love qtips hook looped three half minutes instead phifes trash verses,0
love asian bitches,1
love german wish nansemonds bitch ass,1
love liv gets ghetto,0
love bitch racks,1
love bitches im ridin bitches matter,1
love people theres one fag goes school catch ninja star face asap,1
love bad bitches,1
love bad bitches fucking hobby yeah theyre fours like fucking doggy,1
love bad bitches thats fuckin problem,1
love bad bitches thats fuckin problem forreal real shit cant even help,1
love faggots absolutely love especially ones dress tea,1
love fat bitches,1
love fat bitches thats fucking problem roodeepoo,1
love flirting money dont bitch get time eye,1
love floating monkey heads much next person active surplus website redonkulus,0
love fuckin wit people givin greedy ass nigas old crackers wit expired cheese dey callin like nigga im shittin likea goose,1
love going walmart looking guns wife talk spanish rednecks stare us reconsider,1
love everybody bitches heat fans win lose haters x obnoxious,1
love bitches talkin single life best life bitchin complaining need boyfriend wtf,1
love hoes like omg warped tour yayyyyy gaaaaaaaaaaaay,1
love brother actually tries understand girl see point view argue instead bitch,1
love people use twitter bitch complain fuckyou,1
love marry still queer messy funny fabulous dramatic community weve always love us,0
love jigg jigg,0
love living minnesota weather bad enough people bitch dont anything serious stay safe east coast,1
love chunky babies,0
love fresh pussy eat buffet,1
love money fuc bitch wont stress,1
love haters biggest fans im field dem bitches stands,1
love acoustic domes hallways favorite place sing public lie,0
love stupid holiday commercials thought going get car nope bitch got ugly ass sweater,1
love bitch hes dear heart,1
love ho nerissaloren,1
love eat pussy love investment,1
love feed pussy,1
love watching birds migrate wish understood peaceful sight,0
love wearing fuzzy socks work,0
love girls pass guys want something real treat right guy uses em cuz bitch,1
love friends let use phones stalk bitch blocked facebook,1
love mom goes grocery store gets home carry sucks monkey nuts,1
love people bitch athletes payed much like theyd turn millions fuck ever,1
love pussy smacking sound like u mixing spaghetti,1
love nigguh grown ass man,1
loved much long could niggah,1
luh lick middle like oreo,0
luv watching gas monkey havin classics,0
made ya bitch sicc wit one,1
made bitch,1
make bitches fly like peter pan,1
masturbated lingerie catalog spite dare throw trash get look,1
may may least fob related tattoos already planned,0
mean like get nasty tooting ass bitch face aint freaky zone,1
mean bitch whilin gone get knocked tf,1
mean cunt cunt happens,1
mean ppl confuse use nicca used word two shouldve used,0
mean get married long sign prenuptial agreement bitch,1
mean guess start using since faggot facebook blocked saying mean things lady gaga,1
meanif blow foul yellow situation,0
meant bitch niggas,1
might freak bitch dont need bitch,1
miss britt god damn bitch real nigga baby,1
miss twinkies susie qs tragic loss society next pixie turtles,0
miss jihadist bitches crosshairs ahhh good ol days,1
miss cant bitch one fucked whatever,1
miss fag friends,1
miss flip phone bitch never died,1
miss monkey,0
miss wee cheeky cunt sad times missabby,1
missing something ofay friends day scared da recent happenings dont chu worryol lamar say like da colored folk,1
moved niggah anyways,1
must bitch,1
must pissed nigga aha um hoe amp acting outta line,1
name niggas nba playersmy nigga larry bird strait fuckinshooter,1
named dick truth cuz bitches cant handle lmao,1
named penis truth bitches cant handle,1
need belgian waffle couple bad bitches,1
need spanish woman dont ghetto names cook u till casket curvy,0
need bad bitch thats gon treat good,1
need bitch,1
need bitch,1
need bitch drop lol,1
need bitch go like need beat,1
need bitch top till get sleepy,1
need cowboy killer cold one mrdtb probably tired tho get,0
need girl jamaica cant fuck basic black bitches,1
need heated bra nips hurt bad,0
need new bitch,1
need trippy bitch aint wit cute shit,1
need like fuzzy blankets sleep,0
need bitch,1
need real loyal ass bitch,1
need one research street signs near usaa hang bitch bed lol,1
need sleep cant seem get place lets clam sleep,0
need good pussy fuck,1
need new hoes,1
need sum hoes ah sum cuz wake hella emails goodmoring goodnight text shit even single text,1
need change first im retarded fuck,1
need chat spacejamteeg dat nicca lol,1
need jump shop fritag beers hate looking like odd need get fags tae going look like junkie,1
need pick two wigs agony cute multicolored bob red stevie nicks curly one,0
need hoes,1
need stop little bitch lol,1
never friends entire time lived virginia one cool hope white trash southerners die,1
never played bitch bitches definitely played self,1
never put hoes b bros,1
never seen asian chinese bitch pregnant shit throught kids spawn like call duty,1
never thought could irritate like please stop fucking bitch surprised boyfriend puts stupidspecs,1
nicknamed lux coach k without would never heard duke lol charlie,0
tried everything bitch said wanted man shit didnt get anywhere,1
bring lat name hoes know kids need know,1
fuck bad bitches im stiff,1
like women whos pussy smell like burnt cheese,1
respect bitches respect theyself truu,1
wanna see bad bitches snap chat,1
ont care cuz got hoes dats rite got plenty em,1
ont like dramatic bitch separate n shit,1
ont like game wit retarded ass bird,1
openly admit level white trash drive across town gas station free hot dogs amp half price drinks,0
ordered chocolate chip cookies amp bitch gave fries smh couldnt even take shit back gon late work,1
phone cool basic im girly bitch dry n plain,1
picked welbeck team kind cunt yes,1
pictured angus running side fob sharana every day afghanistan returnto,0
plan eating entire motherfucking pizza ordered like mufucka bitch,1
prefer jameis winston speak tv damn coon,1
pull hoes tx,1
pull gimme yo bitch,1
put pussy map,1
put ona bitch make bang set gave hoe dick came left,1
rarely drink drunk bitches irritate,1
rather watch oak cliff redskins oak cliff comets play hell,0
realized tacal bitch,1
really always bitches know,1
really baggin bitches problem basketball shorts b dont know smile cologne maybe swag idk,1
really cant stand people slander shit trash,1
really committed fucking richest bitches,1
really dont pressed bitches social media talk yes want,1
really dont like nigguh paul tho,1
really get upset lightskin friends another cute dark skin sidekicklike im supposed cute darkie u hang wit,1
really hate fat bitch cause im bony love smoking hella swishers im feeling lonely try mevoice,1
really hate bitch people point longer give fuck,1
really hate dont get response back text message like bitch aint see sum,1
really hope cameron dont get back together much better dont call hoe,1
really hoe shyt u know im hoe mr,1
really wanna brake fucking head ill look like bitch hit,1
really want kill towel head terrorists already high school please,1
really think ppl defending cassidy throw hotel crib bitches comin,1
really wanna talk life fuck right pussy dude smokin blunt die,1
really want girl make brownies,0
really want sports star get pet monkey name achilles,0
really wish owned rocket launcher use every retard driving front today roadrage,1
refuse rt lxrdlvndxn damn bitches always talking shit draya,1
refuse raise child bitch ass country,1
remember friends jelly rt mikegothoes bitch couldnt tell shit bruh,1
remember laying hospital bed shot ranting coconut shrimp trash,0
remember amp duddy arguing amp gon say shut bitch thats raped childish,1
remember va tech band called us planet apes ready flip,0
remember bitches lmaoo,1
remember milz drunk ass fell asleep playing gears smh fag,1
remember bitches wouldnt let nigga fuck like months days,1
remember watch cooties stay away hoe herpes,1
remember lil bitch caught slippin n get ina car mins later im lookin nigga holdin gun face,1
rescued baby bird,0
respect nigga tell got bitch fall fuck back hating,1
ride around notint bitches see jetlife,1
roll blunt better bitches havana cause im king round,1
said middle school days ghetto way people impress go,0
salute hoes kno places bitches miss,1
saw many basic bitches picking school schedule kinda wanted throw tbh,1
say kmichelle manly doesnt act like ladyshes foul mouth violentill beat bitch,1
say fuck niggas bitch im need,1
say smash panomera buy new one hoe,1
say big fat line meth finalecome pussies p goodbyebreakingbad,1
see real nicca look mirror,1
see bitches aint nun trotin amp thotin,1
see hoes,1
see thru fake bitches amp niggas,1
see u jigga hillary wankin,0
see ya big boi oreo vs,0
see fuck bitches fuck bitches also,1
see tweets bitch lmfao rt darealquitam von kick curb call n curse ass,1
seen scooby hoe niggas gardens,1
sho miss uncle tom,0
shoot pussy bust pussy im cuming sooooooooooon,1
shot stripper hoes keep stealing tacos,1
jail crime hoe kill beats,1
nigga bitch texting right,1
gt scurl ondeez hoes,1
probs shave spic stash soon kinda getting hand,1
start wearing beanies,0
shouldve fought havent popped talking u need two hits bitch please,1
shouldve thrown whole roll pennies made month bitch,1
show like jeffersons dat george make wanna open dry cleaning stow call da white folk honkey,0
show love everybody joe time hate stuck people thats hoe shit,1
slam duunkk hoes cuz cant lay,1
slept good thenna bitch tho,1
smell smell smell pussy,1
smoke fat pound grass fall ass faster fat bitch sat fast,1
smoke lot weed keep bitches mind,1
snorted shit girls presence dude lmao coke head bitches,1
sound retarded learning quickly tyleryost,1
spend money weed clothes n food hoes,1
spent whole th lookin hoes missed fireworks realized didnt hoes allbad,1
spy couple thirsty hoes insta,1
stalk bfs insta follow girl flirts scare bitches,1
start garfield monday yeahhhhhh lil bitch,1
stay away bitches insecure wildning public say im immature,1
still cant get retards going ape shit iphone makes sense whats ever,1
still cant understand dont dump trash ocean pretty big itd surely cheaper launching space,0
still hate bitches dmv californiadmv miserable hoes,1
still see plenty basic bitches iphone,1
still think snap chat faggots high schoolers,1
stopped snapping women calling bitches,1
support niggaz bitches dope shit west side city la,1
swear care everything else bitches,1
swear got shit make bitches go insane,1
swear hate im somewhere woman catches rubberband clearly says kappa alpha psi ask kappa yes bitch lol,1
swear heard bitch creak,1
swear needa go n go back old bitches think game apparently lets real,1
swear worry nothings keep bitch radar im gay,1
swear newnan utilities gettin nicca bout start reading damn meter,1
swear nicca sleep im tired fuk,1
swear aint nothing worse bad bitch lost,1
swear bitches looney like pic amp im fucking bitch,1
swear bitches wouldnt nothing worry dont know shut fuck,1
swear dis hoe doinv grown n sexy challenge look like lightskinned gremlin,1
swear females think know bitch dont know intentions think,1
swear girls good pussy think thats answer everything,1
swear ion see broke niccas still gettin pussy smh,1
swear nobody actually cares valentines day unless single amp jaded want bitch,1
swear nobody complain hoe early wake go work nobody wakes get ready,1
swear ta god nigga deses hoes want yrn,1
swear hoe b trying,1
swear people cleaning office switch side trash vs recycling cans purpose mess,0
swear anon fags go protests take pictures post twitter look therelike,1
swear hoes aint got nothing,1
swear hoe following ever since went break,1
swear god middle club making wit bitches like im tryna film romantic comedy somethin,1
swear god hit licks im lil b im bitch im dope rob bitch,1
swear god hoes look like take exact picture everytime change godamn ratchet,1
swear yall broads new bitch every monthi cant even get one girlfriend maybe something wrong,1
swear new bitches rap wrap,1
take bitch home give long dick,1
take full pride ass momma blessed ridiculous levels yellow ass got back years,1
take notre dame still trash,1
take shots wit chaser get bitches dont chase em,1
talk bitches like really care,1
talked birds fell love,0
tell bitch dont love shit fuck somethin,1
tell bitches got ike turner syndrome,1
tell th bitch get th bitch th bitch bring,1
tell baddest hoes beat unless gone strip,1
tell truuuooooth bitch ugly yeah aunt momma gone lie er bro tell truth,1
tell bitch followback rts saying followback doesnt followback blocked like fuck,1
tell u tho ifwhen u nigger women start getting cornrows againmannn dont,1
text ex new bitch pussy wetter,1
thincc im pretty average bitch ya know,1
think broke rib fell ditch turning pussy think,1
think figured white trash americans come rural parts europe,1
think found normal roommate praise jesus current ones get throats slit sleep,0
think gotta accept fact bitches gonna hoes til around age life lot easier,1
think killed chipmunk son bitch fast need check tires,1
think read worst interview ever lee castro one dope bitches neither one two belong media,1
think ill salad bar lunch today gotta make birthday brownies somehow lasthurrahthendietstarts,0
think ill eat brownie pass,0
think im bitch tonight,1
think im gonna walk around house free bird,0
think im guy period today emotional bitch heh heh heh,1
think lot bitches dont smile selfies breath stinks dont want steam front cameras,1
think fact dinosaurs evolved birds every time eat chicken dinosaurs delicious,0
think ai havent looked cloud whole minute cus hoes moving fast asf rn,1
think dem hoes lahhh regular,1
think yall losing yall niggas cuz season changed yall seasonal hoes,1
think dat missfacetious called nigger move away da dark side mean,1
think every bitch wit tongue piercing suck dick im real,1
think funny hoes talk bout faithful,1
think bitches tryna set uuuuhhuuhhhhhp,1
think nigga retarded g,1
think women forever find way guy thirsty tho feel like thier pussy value dont,1
think fat bitch never see ya body tl got nothing neck avis,1
think fuckin wit wrong niggah,1
think youre bad mood munching hairy pussy,1
think youve made clear hoes aint loyal,1
thought love bitch core,1
thought legal beat yo hoe,1
thought bros hoes guess,1
thought albino tho,0
thought bitch trynna line,1
titty wrecked ya bitch,1
tld hoe wrongs dnt make rite wanna sing,1
told said bri dont get tweef anyone youre trash goes tweefs like freshman,0
told mom eats cereal ugly amp gon say rude little bitch thought let bitch know,1
told bitch idgaf benz bitch,1
told chick tell truth realest bitch ever met show proof,1
told little bitch ass nigga look like im eat gun charge ill slap hoe ass lawyer,1
told yall going shit u pussy boy,1
took rebel vs yankee tests questions accents word usage scored total rebel vs yankee southern pa,0
traveled back time middleearth crept enemy slit hobbits throat reflex vomited trembling hand,0
treat bitches respect,1
tried calling sorry ass cousin msparka th bday hoe aint answer like always big time days lol,1
try get back anime swear every show revolves around either teenage girls boys pussy talk,1
try pass get carpool passing hes looking like im playing game waved hi idgaf dont fuck w bitch,1
turn cassey nasty hoe rihanna classy hoe,1
turn bitches gay think bitches fuck like,1
turned bet awards seconds got witness random bitches getting drunk dwade dancing rkelly,1
uploaded youtube video goproud makes money twinkie crisis free market spirit,0
uploaded youtube video update uganda antigay bill freemasonry angloamerican influence,0
use wanna fuck bitch mo,1
used chug vodka orange juice also used chug vodka gatorade used chug vodka,0
used get grs lot tho maybe thats soles cracked much,0
used picture coming wadi fob sharana barrel brandy iiarwatch,0
used think bitch bad moe,1
wake every morning wishing bitch would,1
wan mixtape pussy cinnamon rolls,1
wanna apologize bitch day way emotions set,1
wanna around bitches amp fun,1
wanna someones bitch ass boyfriend right head playin games ya boi,1
wanna buy bitch every bag,1
wanna cut hair im busy bitch,1
wanna eat fuck u talking bout bitch,1
wanna experience late amp early pussy,1
wanna get hoe arm diamond coming cloud riprick,1
wanna go trash talk concert,0
wanna see ass clapping legs shaking wan see bitch get head fa dese beats,1
wanna try pot brownies,0
want oreos help,0
want cowboy killer,0
want four loco right chug go straight sleep,0
want girl whose pussy smells like tuna,1
want slope job get away everything two weeks hate around people unless friends,0
want hoes back,1
want coon ass girl lol,1
want bitch answer ex calling dick mouth,1
want one ae yous start something tbh yous aw pussy shame,1
want cookies brownies ice cream,0
want fire crackers baby ass fire works az fire crackers,1
want monkey bread,0
want monkey bread,0
want independent soon dont like depending people makes feel like bitch,1
want beat bitches ass soooo bad,1
want go pumpkin patch love birds make date rest us uncomfortable,0
want paint faggot wont paint,1
want square hoes,1
want yo bitch go get smashed er wont let,1
huge tomboy like barbies ninja turtles needed bitches truth,1
made nicca young nicca,1
accused never taking full front face shot one slant angle nothing,0
red light decatur amp lake mead amp bitch knew happy see melike bitch finna get passenger seat,1
bf grandma house today goin old albums grandpa naked pics side hos,1
damn near flossing bitchs tampon string awful taecocky anything stopped eating pussy,1
eating amp mom gon say damn calm tf bitch calm,1
feelin week agoooo silly hoesilly hoe,1
flying slope rammed small asian boy kid got like champ walked,0
getting business chasing bitches,1
given number mean joe greene high school never tough son bitch respect,1
gonna put wanna eat pussy like saiyan mentions theyre savage enough,1
grown time turned wit grandma nigguh,1
gunna eat pussy im diet,1
love charlie,0
grade bitch said something went momma like im adopted,1
club good lookin bitch gold teeth tho confused smh,1
informed bird pheonix today could find physical image ofall paintingsmythological extinct,0
kidding guys dont hoes dont let lovtadaisha lie yall,1
literally trappin drake dropped take bitch nigga thats line taste hennessey,1
lookin like dem niccas told dat shit,1
playing music kitchen mom keeps asking tony give bitch heart rather purse,1
smoking blunt outside nasty country bitches jumped lake naked lake nasty fuck,1
pussy back lol like crazy,1
told never fold amp never sell sole,0
trying fuck something today bitch want lie talking bout brother phone lmfao feel played,1
bitch mustash year half wtf wrong itch,1
working hard bitch today deserve reward,1
wasnt born last night know hoes aint right,1
wasnt born last night know hoes aint right,1
wasnt born lastnight know theses hoes aint right,1
wasnt calling faggot one lol,1
watched one bitch holding camera said yall need hurry upmy batterys die nooooo,1
well fuck yu bitch,1
went smart car bitch smart lips,1
went outside got mad bc weather trash,0
went see leave movie theater tables real food fun ordered brownie dessert p,0
wept thurmanmunson died weep years later captain yankees,0
beat bitch ass tf,1
eat hoes alive,1
literally never get home shit retarded,1
leave nigga bitch idgt,1
wish joederosacomedy didnt block long ago calling pussy could call pussy get blocked second time,1
wish could go dat bitch rt,1
wish could mute rice krispies instead bitches snap crackling amp poppingaint shit,1
wish could punch year old thirsty bitch,1
wish reason buy suit wedding clearly bitches dont know,1
wish never met bitch bro god,1
wish smoked could hit smoker loser hoes,1
wish would argue nigga bitch imma laugh ya ass,1
wish tinder would quit showing broads retarded l gesture theyre smart enough procreate bbn,1
wish young thug made past hookah kept garbage ass tyga bitch,1
wish bitch could,1
wish bitch would,1
wish nigguh would try clown shit wohs,1
wish alot females would tweet sucking dick im tired twitter niggas tweeting eating pussy need balance,1
wish bitches would straight wit friends tell em look ugly really say cute smh,1
wish everyone knew wasnt faggot try hard sketchball,1
wish faggots like tyga would stop making music rack city fucking awful get fuck outta michigan,1
wish hoes didnt bore mei wouldnt problem would shop hoes r us every day,1
wish bitch ass mother would give grand forchild support fuckin bitch,1
